participantPrivateID,playTimestamp,trial,certain,gain,loss,gambled,outcome,reactionTime,timeElapsed,totalScore,tone,toneMp3
5495689,17/01/2022 15:28:28,1,0,40,-40,1,40,12.768700000003,107.799,540,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,2,0,40,-22,0,0,0.52590000000596,113.671,540,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,3,-25,0,-75,0,-25,2.56789999999106,121.264,515,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,4,-50,0,-100,0,-50,11.5226000000089,137.825,465,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,5,0,40,-40,1,-40,1.8285,144.678,425,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,6,0,80,-106,1,-106,2.656,152.69,319,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,7,0,40,-53,1,-53,1.21390000000596,159.265,266,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,8,0,80,-54,1,80,2.96070000000298,167.58,346,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,9,-50,0,-94,0,-50,4.85959999999404,177.793,296,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,10,0,80,-80,0,0,1.89029999999702,184.708,296,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,11,25,47,0,1,47,1.61810000000894,191.352,343,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,12,0,80,-106,0,0,1.40240000000596,198.102,343,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,13,-25,0,-47,1,0,2.19440000000596,205.339,343,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,14,50,94,0,1,94,0.965,211.664,437,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,15,0,80,-16,1,-16,1.34590000000596,218.368,421,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,16,0,80,-16,1,-16,0.970899999991059,224.689,405,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,17,0,80,-32,1,-32,1.96220000000298,231.998,373,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,18,25,44,0,1,44,1.13429999999702,238.487,417,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,19,-25,0,-41,1,0,2.00259999999404,245.838,417,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,20,25,50,0,1,50,1.224,252.414,467,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,21,50,82,0,1,0,0.764300000011921,258.533,467,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,22,-50,0,-126,0,-50,2.14120000000298,266.026,417,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,23,-50,0,-110,0,-50,1.97389999999106,273.028,367,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,24,0,80,-64,0,0,1.72120000000298,279.779,367,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,25,0,40,-27,1,40,1.50929999999702,286.311,407,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,26,25,41,0,0,25,0.978300000011921,292.634,432,2,AAAAAB_3000ms.wav
5495689,17/01/2022 15:28:28,27,-25,0,-55,1,-55,1.66020000000298,299.329,377,1,AAAAAA_3000ms.wav
5495689,17/01/2022 15:28:28,28,0,40,-22,0,0,1.73259999999404,306.405,377,2,AAAAAB_3000ms.wav
