participantPrivateID,playTimestamp,trial,certain,gain,loss,gambled,outcome,reactionTime,timeElapsed,totalScore,tone,toneMp3
3099980,19/02/2021 14:41:52,1,-50,0,-200,0,-50,18.538,134.68,450,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,2,-50,0,-150,0,-50,11.067,150.77,400,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,3,25,44,0,1,0,6.169,161.954,400,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,4,-50,0,-110,0,-50,6.972,174.258,350,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,5,50,150,0,1,150,1.873,181.156,500,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,6,25,55,0,1,55,5.146,191.644,555,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,7,25,100,0,1,100,0.991,197.97,655,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,8,50,82,0,1,82,1.962,205.273,737,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,9,-25,0,-47,0,-25,2.903,213.514,712,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,10,0,80,-64,1,80,5.84,224.366,792,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,11,50,82,0,1,82,1.053,230.745,874,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,12,-25,0,-63,0,-25,3.274,239.346,849,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,13,-50,0,-82,1,-82,7.083,251.441,767,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,14,0,40,-27,1,40,6.984,263.771,807,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,15,-50,0,-125,0,-50,1.747,270.849,757,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,16,0,40,-40,0,0,7.098,282.966,757,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,17,-50,0,-110,0,-50,7.93,295.913,707,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,18,50,150,0,1,150,1.972,302.905,857,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,19,50,88,0,0,50,3.809,312.057,907,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,20,0,40,-53,0,0,3.446,320.524,907,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,21,25,41,0,1,0,5.702,331.249,907,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,22,25,50,0,1,0,1.383,337.979,907,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,23,50,125,0,1,0,1.024,344.335,907,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,24,-25,0,-55,0,-25,3.416,353.074,882,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,25,0,80,-160,0,0,2.413,360.504,882,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,26,50,150,0,1,150,1.331,366.854,1032,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,27,-25,0,-100,0,-25,2.012,374.202,1007,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,28,0,40,-27,1,40,4.816,384.038,1047,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,29,50,200,0,1,200,1.651,391.022,1247,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,30,0,40,-32,1,-32,4.412,400.781,1215,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,31,25,100,0,1,100,4.444,410.545,1315,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,32,0,80,-64,1,-64,4.008,419.875,1251,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,33,0,40,-22,1,40,4.877,430.077,1291,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,34,-50,0,-82,0,-50,4.274,439.689,1241,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,35,-25,0,-75,0,-25,9.782,454.495,1216,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,36,25,50,0,0,25,8.257,467.768,1241,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,37,50,200,0,1,200,1.222,474.015,1441,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,38,0,40,-27,1,40,3.811,483.152,1481,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,39,-25,0,-44,1,0,3.969,492.46,1481,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,40,-50,0,-125,0,-50,7.621,505.411,1431,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,41,25,63,0,1,0,3.348,513.772,1431,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,42,-50,0,-100,0,-50,14.175,533.278,1381,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,43,-50,0,-200,0,-50,3.745,542.048,1331,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,44,0,80,-54,1,-54,5.861,552.928,1277,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,45,0,40,-22,0,0,6.845,565.11,1277,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,46,0,40,-40,0,0,3.18,573.311,1277,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,47,-25,0,-100,0,-25,1.773,580.102,1252,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,48,-25,0,-41,1,-41,4.275,589.388,1211,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,49,-50,0,-150,0,-50,5.725,600.452,1161,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,50,-25,0,-41,1,-41,2.521,607.996,1120,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,51,50,82,0,0,50,2.857,616.181,1170,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,52,0,80,-54,1,80,3.164,624.354,1250,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,53,-50,0,-100,0,-50,4.407,634.096,1200,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,54,25,55,0,1,0,2.575,641.696,1200,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,55,0,40,-53,0,0,2.364,649.385,1200,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,56,25,44,0,0,25,3.672,658.075,1225,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,57,25,55,0,1,55,2.135,665.22,1280,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,58,0,80,-80,0,0,6.602,677.153,1280,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,59,25,47,0,0,25,3.149,685.315,1305,3,500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,60,-25,0,-44,1,-44,2.942,693.273,1261,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,61,0,40,-80,0,0,1.542,700.14,1261,1,1000hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,62,0,80,-16,1,-16,1.776,706.939,1245,2,1500hz_6tones_3000ms.mp3
3099980,19/02/2021 14:41:52,63,50,110,0,1,110,2.064,714.328,1355,1,1000hz_6tones_3000ms.mp3
