subjectTimestamp,participantPrivateID,taskName,age,isFemale
17/01/2022 15:28:28,5495689,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 15:29:38,5495688,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,40,1
17/01/2022 15:29:55,5495708,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,27,0
17/01/2022 15:30:10,5495710,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,0
17/01/2022 15:32:04,5495733,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,18,0
17/01/2022 15:32:11,5495736,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,0
17/01/2022 15:32:09,5495691,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,19,1
17/01/2022 15:32:22,5495785,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,26,0
17/01/2022 15:32:24,5495786,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,1
17/01/2022 15:33:05,5495777,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,32,0
17/01/2022 15:32:51,5495821,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,0
17/01/2022 15:33:12,5495755,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 15:33:25,5495849,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,27,1
17/01/2022 15:33:40,5495841,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,0
17/01/2022 15:33:42,5495797,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,1
17/01/2022 15:33:50,5495735,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,0
17/01/2022 15:33:54,5495850,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,0
17/01/2022 15:33:58,5495802,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,19,0
17/01/2022 15:34:02,5495829,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,0
17/01/2022 15:34:09,5495859,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,71,1
17/01/2022 15:34:13,5495847,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,37,1
17/01/2022 15:34:15,5495854,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,0
17/01/2022 15:34:32,5495863,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,18,0
17/01/2022 15:34:29,5495842,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,0
17/01/2022 15:37:33,5495872,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,0
17/01/2022 15:34:43,5495873,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 15:34:49,5495877,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,26,0
17/01/2022 15:34:51,5495835,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,1
17/01/2022 15:34:50,5495917,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,0
17/01/2022 15:35:09,5495763,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 15:35:29,5495843,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,18,0
17/01/2022 15:35:22,5495922,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,0
17/01/2022 15:35:43,5495807,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,1
17/01/2022 15:35:50,5495775,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,1
17/01/2022 15:35:56,5495928,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,18,0
17/01/2022 15:36:19,5495910,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,0
17/01/2022 15:36:14,5495920,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,25,0
17/01/2022 15:36:09,5495900,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,43,1
17/01/2022 15:36:35,5495860,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,29,1
17/01/2022 15:36:29,5495952,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,1
17/01/2022 15:36:34,5495961,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,1
17/01/2022 15:37:02,5495949,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,38,1
17/01/2022 15:37:01,5495791,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,19,0
17/01/2022 15:37:33,5495896,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,41,0
17/01/2022 15:37:24,5495931,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,24,NaN
17/01/2022 15:37:37,5495887,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,26,0
17/01/2022 15:37:40,5496000,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 15:37:58,5495956,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,NaN
17/01/2022 15:39:19,5495950,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 15:39:03,5495818,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,58,1
17/01/2022 15:39:09,5495964,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,0
17/01/2022 15:39:49,5496023,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,49,1
17/01/2022 15:42:10,5495749,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,24,1
17/01/2022 15:40:33,5496020,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,0
17/01/2022 15:41:00,5495975,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,0
17/01/2022 15:41:37,5495945,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,0
17/01/2022 15:41:49,5496048,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,25,1
17/01/2022 15:44:13,5495942,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,61,1
17/01/2022 15:44:29,5496057,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,1
17/01/2022 15:47:38,5496036,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,1
17/01/2022 15:48:04,5496109,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,21,0
17/01/2022 15:50:55,5496219,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,28,1
17/01/2022 15:53:31,5496300,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,0
17/01/2022 15:55:35,5496344,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,29,0
17/01/2022 15:57:04,5496309,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,23,1
17/01/2022 16:00:06,5496584,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,18,1
17/01/2022 16:01:34,5496391,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,25,1
17/01/2022 16:07:33,5496672,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,25,1
17/01/2022 16:07:12,5496706,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,20,0
17/01/2022 16:07:39,5496699,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,22,0
17/01/2022 16:18:06,5496858,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,18,0
17/01/2022 16:19:18,5496895,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,28,1
17/01/2022 16:26:21,5497075,Audio Oddball Task - 120 Trials: AAAAAB 50% vs AAAAAA 50%,41,1
