participantPrivateID,playTimestamp,trial,certain,gain,loss,gambled,outcome,reactionTime,timeElapsed,totalScore,tone,toneMp3
3416166,22/03/2021 14:47:27,1,-25,0,-75,1,0,8.46330999999918,91.264,500,3,AAAAAC_3000ms.wav
3416166,22/03/2021 14:47:27,2,-25,0,-47,1,-47,3.79686999999831,100.384,453,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,3,-25,0,-50,0,-25,3.74717500000406,109.456,428,2,AAAAAB_3000ms.wav
3416166,22/03/2021 14:47:27,4,0,80,-64,1,80,1.48707999999897,115.96,508,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,5,-25,0,-41,1,0,0.978154999997059,122.264,508,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,6,50,82,0,1,82,0.76616500000091,128.352,590,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,7,50,88,0,1,0,0.635009999998147,134.312,590,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,8,-25,0,-47,1,0,1.32362499999726,140.96,590,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,9,-25,0,-100,0,-25,0.772539999998116,147.056,565,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,10,25,75,0,1,75,1.03475500000059,153.104,640,2,AAAAAB_3000ms.wav
3416166,22/03/2021 14:47:27,11,0,80,-80,0,0,1.71162500000355,160.136,640,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,12,0,80,-32,1,-32,1.02764000000025,166.175,608,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,13,25,75,0,1,75,1.15872500000114,172.656,683,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,14,-25,0,-50,1,-50,1.87122499999532,179.847,633,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,15,0,80,-32,1,80,0.770965000003343,185.944,713,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,16,0,80,-106,0,0,1.167515000001,192.431,713,2,AAAAAB_3000ms.wav
3416166,22/03/2021 14:47:27,17,-25,0,-100,0,-25,1.3064349999986,198.752,688,2,AAAAAB_3000ms.wav
3416166,22/03/2021 14:47:27,18,0,40,-80,0,0,0.904570000006061,204.671,688,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,19,50,200,0,1,200,1.11588000000484,210.799,888,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,20,50,88,0,1,0,1.15683499999432,217.279,888,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,21,0,40,-22,1,-22,1.09334500000114,223.696,866,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,22,0,80,-80,1,80,0.97069499999634,229.992,946,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,23,0,80,-54,1,80,0.798194999995758,236.111,1026,2,AAAAAB_3000ms.wav
3416166,22/03/2021 14:47:27,24,-25,0,-63,1,-63,0.75047999999515,242.183,963,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,25,-25,0,-44,0,-25,2.56824000000051,250.072,938,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,26,25,63,0,1,0,0.558389999998326,255.639,938,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,27,50,94,0,1,0,0.842235000003711,261.8,938,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,28,-25,0,-41,1,-41,1.72176500000205,268.847,897,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,29,-25,0,-47,0,-25,1.04686999999831,275.215,872,3,AAAAAC_3000ms.wav
3416166,22/03/2021 14:47:27,30,25,41,0,1,0,0.774834999996528,280.999,872,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,31,-25,0,-63,0,-25,0.772344999997586,287.096,847,1,AAAAAA_3000ms.wav
3416166,22/03/2021 14:47:27,32,25,47,0,0,25,1.53052999999636,293.639,872,1,AAAAAA_3000ms.wav
