participantPrivateID,playTimestamp,trial,certain,gain,loss,gambled,outcome,reactionTime,timeElapsed,totalScore,tone,toneMp3
5430236,06/01/2022 15:31:01,1,25,100,0,1,100,3.89729999998212,104.064,600,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,2,-25,0,-55,1,-55,2.76459999999404,112.159,545,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,3,0,40,-80,0,0,1.42639999997616,118.904,545,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,4,0,40,-8,1,40,1.44109999999404,125.368,585,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,5,50,126,0,1,0,1.05319999998808,131.748,585,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,6,-50,0,-200,1,0,1.6875,138.766,585,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,7,25,63,0,1,63,1.29069999998808,145.386,648,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,8,0,40,-16,1,40,1.47119999998808,152.182,688,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,9,0,80,-80,0,0,1.2275,158.739,688,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,10,0,40,-53,1,-53,1.54559999999404,165.307,635,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,11,-50,0,-150,0,-50,1.37769999998808,172.006,585,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,12,-25,0,-50,1,-50,1.7165,178.745,535,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,13,50,94,0,1,94,0.64640000000596,184.708,629,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,14,0,80,-160,0,0,0.859800000011921,190.889,629,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,15,25,50,0,1,50,0.741699999988079,196.654,679,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,16,50,110,0,1,110,1.24359999999404,203.222,789,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,17,-50,0,-88,1,-88,1.22770000001788,209.773,701,2,AAAAAB_3000ms.wav
5430236,06/01/2022 15:31:01,18,0,40,-22,1,40,1.138,216.233,741,1,AAAAAA_3000ms.wav
5430236,06/01/2022 15:31:01,19,0,40,-53,0,0,1.10730000001192,222.67,741,2,AAAAAB_3000ms.wav
