subjectTimestamp,participantPrivateID,taskName,age,isFemale
08/09/2021 13:24:02,4621030,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,31,1
08/09/2021 13:25:24,4621051,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,32,1
08/09/2021 13:25:48,4621011,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,28,0
08/09/2021 13:27:52,4621063,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,20,1
08/09/2021 13:32:38,4621104,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,18,1
08/09/2021 13:34:54,4621133,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,22,1
08/09/2021 13:36:02,4621140,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,25,1
08/09/2021 13:37:11,4621143,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
08/09/2021 13:37:16,4621173,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,19,1
08/09/2021 13:39:29,4621212,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,0
08/09/2021 13:39:40,4621223,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,25,1
08/09/2021 13:40:40,4621142,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,28,1
08/09/2021 13:40:51,4621229,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,19,1
08/09/2021 13:41:49,4621211,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,27,1
08/09/2021 13:42:26,4621237,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,26,1
08/09/2021 13:42:51,4621232,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,27,1
08/09/2021 13:43:07,4621315,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,29,1
08/09/2021 13:43:59,4621273,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
08/09/2021 13:44:56,4621334,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,22,1
08/09/2021 13:45:20,4621329,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,39,1
08/09/2021 13:45:46,4621339,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,20,1
08/09/2021 13:46:26,4621325,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,20,1
08/09/2021 13:47:55,4621351,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,26,1
08/09/2021 13:49:05,4621353,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,26,1
08/09/2021 13:50:11,4621401,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,24,1
08/09/2021 13:52:14,4621215,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,27,1
08/09/2021 13:53:23,4621413,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,26,1
08/09/2021 13:53:56,4621450,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,22,1
08/09/2021 14:05:12,4621490,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
08/09/2021 14:08:06,4621633,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,22,1
08/09/2021 14:10:32,4621632,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,60,1
08/09/2021 14:11:39,4621612,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,24,1
08/09/2021 14:13:37,4621662,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
08/09/2021 14:18:07,4621676,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,21,1
08/09/2021 14:26:53,4621762,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
08/09/2021 14:29:17,4621786,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,19,1
08/09/2021 14:36:24,4621830,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,19,1
08/09/2021 14:58:13,4622010,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,30,1
08/09/2021 15:05:12,4622123,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,25,1
08/09/2021 15:08:13,4622186,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,24,1
08/09/2021 15:11:10,4622214,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,22,1
08/09/2021 15:19:26,4622284,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
08/09/2021 15:23:06,4622290,Audio Oddball Task - 120 Trials: AAAAAB 75% vs AAAAAA 25%,23,1
